essai,date plantation,age,date notation,modalité,parcelle,Zone,R/IR,max,diff,Note_globale,Acalypha indica ,Achyranthes aspera ,Aeschynomene americana,Ageratum conyzoides ,Amaranthus sp,Argemone mexicana ,Bidens pilosa ,Boerhavia diffusa ,Brachiaria reptans,Brachiaria sp,Cajanus scarabaeoides,Canna indica ,Cardiospermum halicacabum,Carica papaya,Centrosema pubescens ,Centrosema virginianum,Cleome viscosa ,Commelina benghalensis,Cordia africana,Crassocephalum crepidioides ,Crotalaria retusa ,Croton bonplandianus,Cyclospermum leptophyllum,Cynodon dactylon ,Cyperus rotundus ,Dactyloctenium aegyptium ,Datura innoxia,Desmanthus virgatus,Desmodium tortuosum,Eleusine indica ,Emilia sonchifolia,Erigeron sumatrensis,Euphorbia heterophylla ,Euphorbia hirta,Euphorbia hyssopifolia,Euphorbia hypericifolia,Gamochaeta purpurea,Hibiscus surattensis ,Inconnue,Indigofera hirsuta ,Ipomoea ochracea,Ipomoea eriocarpa ,Ipomoea hederifolia ,Ipomoea nil,Ipomoea obscura ,Ipomoea triloba,Lactuca indica ,Lantana camara,Lepidium didymum,Litsea glutinosa,Malvastrum coromandelianum,Panicum maximum,Melochia pyramidata,Distimake aegyptius (Merremia aegyptia),Mimosa diplotricha,Mimosa pudica ,Momordica charantia ,Oxalis corniculata,Paspalum scrobiculatum ,Passiflora foetida ,Phyllanthus amarus ,Phyllanthus niruroides ,Phyllanthus tenellus,Plantago lanceolata,Portulaca oleracea ,Ricinus communis ,Rivina humilis,Rottboellia cochinchinensis ,Senna occidentalis ,Cyanthillium cinereum,Setaria pumila,Sida acuta ,Sida alba,Sida retusa ,Sida rhombifolia,Solanum americanum ,Solanum lycopersicum,Solanum mauritianum ,Solanum torvum ,Sonchus oleraceus,Sorghum arundinaceum,Striga asiatica,Tephrosia noctiflora ,Trianthema portulacastrum ,"Trichodesma sp,",Triumfetta rhomboidea 
Canne Bio,16/4/2020,"1,4",28/5/2020,T0,P09,B,R,10,-10,20,,,,,,1,,,,,,,1,,,,5,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P01,A,IR,10,-5,15,,,,,5,1,,,,,,,1,,,,,,,,,,,,5,,,,,1,,,10,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P01,A,R,20,-10,30,,,,1,20,1,,,,1,,,1,,,,,1,,,,1,,,1,,,,,1,,,10,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P01,B,IR,5,0,5,,,,,5,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P01,B,R,15,0,15,,,,,15,,,,,1,,,1,,,,1,,,,1,,,,1,,,,,1,,,1,,1,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,1,,,1,1,,,,,,,1,,,,,,,1,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P10,A,IR,1,0,1,,,,,,,,,,,1,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,1,,,,1,,,,,,1,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P10,A,R,10,0,10,,,,,1,10,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P10,B,IR,5,0,5,,,,,,5,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P10,B,R,15,0,15,,,,,1,15,,,,,,,,,,,1,1,,,,5,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P12,A,IR,1,0,1,,,,,1,1,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P12,A,R,5,0,5,,,,,5,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P12,B,IR,1,0,1,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P12,B,R,5,0,5,,,,,5,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P03,A,IR,5,-5,10,,,1,,5,,,,,,,,,,,,1,1,,,,1,,,1,,,,,1,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P03,A,R,40,-20,60,1,,,1,40,1,,,,,1,1,,,,,1,1,,,,1,,,1,1,,,,1,,,20,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,1,,1,,,,1,,,,,,,1,1,,,1,1,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P03,B,IR,5,0,5,,,,,5,,,,,,,,1,,,,1,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P03,B,R,10,-15,25,,,,,10,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,5,,,1,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P06,A,IR,5,-10,15,,,,,5,1,,,1,,,,,,,,1,1,,,,,,,,1,,1,,,,,5,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P06,A,R,15,-10,25,,,,,5,1,,,,,,,1,,1,,1,1,,,,1,,,1,,,,,,,,5,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,15,1,,1,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P06,B,IR,10,-5,15,,,,,10,10,,,,1,,,1,,,,1,,,,5,,,,,,,1,,1,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M1,P06,B,R,10,-15,25,,,,,,5,,,,1,,,1,,,,1,,,,5,5,,,1,,,,,1,,,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,10,1,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P08,A,IR,5,0,5,,,,,5,,1,,,,,,5,,,,1,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P08,A,R,40,-10,50,,,,,40,5,,,,,,,15,,,,,1,,1,1,1,,1,1,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P08,B,IR,5,-5,10,,,,,1,5,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,6",4/6/2020,M2,P08,B,R,20,-5,25,,,,,5,20,,,,,,,1,,,,1,1,,,5,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P01,A,IR,5,0,5,,,,,1,1,,,,,,,1,,,,1,,,,,1,,,1,,,,,,,,5,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P01,A,R,1,0,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P01,B,IR,5,0,5,,,,,1,1,,,,1,,,1,,,,1,1,,,,,,,1,,,,,1,,,5,,1,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P01,B,R,1,0,1,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P10,A,IR,10,0,10,,,,,1,10,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P10,A,R,20,0,20,,,,,1,20,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,5,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P10,B,IR,10,0,10,,,,,1,10,,,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P10,B,R,25,0,25,,,,,1,25,,,,,,,,,1,,,,,,1,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P11,A,IR,1,0,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P11,A,R,40,0,40,,,,,,40,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P11,B,IR,1,0,1,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P11,B,R,45,0,45,,,,,,45,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P12,A,IR,5,0,5,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P12,A,R,5,-5,10,,,,,5,5,,,,,,,1,,,,,,,,1,1,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,1,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P12,B,IR,5,0,5,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P12,B,R,5,-5,10,,,,,5,5,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P02,A,IR,20,0,20,1,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,20,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P02,A,R,20,0,20,1,,,,,1,,,,1,,,1,,,,1,1,,,,1,,1,1,,,,,1,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,,,,1,1,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P02,B,IR,10,-10,20,,,,1,,1,,,,,,,10,,,,,1,,,1,,,,1,,,,,,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P02,B,R,10,-10,20,,,,,,1,,,,,,1,10,,,,,1,,,1,1,,,1,,,,,,,,10,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P03,A,IR,10,0,10,,,1,,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P03,A,R,15,-5,20,,,1,,5,1,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,15,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P03,B,IR,5,0,5,,,,,1,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P03,B,R,10,-5,15,,,,,5,1,,,,,,,1,,,,,,,,,1,,,1,,,,,1,,,10,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P04,A,IR,30,-5,35,,,,,1,5,,,,,,,1,,,,,1,,,,1,,,1,,,,,,,,30,,1,,,,,,,,,,,1,,,,,,1,,,,,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P04,A,R,30,-5,35,,,,,1,5,,,,,,,1,,,,,1,,,,1,,,1,,,,,,,,30,,1,,,1,,,,,,,1,1,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P04,B,IR,25,0,25,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,25,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P04,B,R,25,0,25,,,,,1,1,,,,1,,,1,,,,,1,,,,,,,1,,,,,,,,25,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P05,A,IR,10,-5,15,,,,,,1,,,,,,,1,,,,,,,,,10,,,,,,,,0°,,,5,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P05,A,R,10,-5,15,,,,,,1,,,,,,,1,,,,,,,,,10,,,1,,,,,,,,5,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P05,B,IR,15,0,15,,,,,,1,,,,,,,15,,,,,,,,5,1,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P05,B,R,10,0,10,,,,,,1,,,,,,,10,,,,,1,,,5,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P06,A,IR,1,0,1,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P06,A,R,1,0,1,,,,,1,1,,,,1,,,,,,,1,,,,,1,,1,1,,,,,1,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P06,B,IR,1,0,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M1,P06,B,R,1,0,1,,,,,1,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P07,A,IR,5,0,5,,,,,,1,,,,,,,5,,,,,1,,,1,1,,,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P07,A,R,5,0,5,,,,,,1,,,,,,,5,,,,,1,,,1,1,,,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P07,B,IR,50,0,50,,,,,,50,,,,,,,1,,,,,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M3,P07,B,R,10,0,10,,,,,,10,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P08,A,IR,15,-5,20,,,,,5,1,,,,,,,15,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P08,A,R,15,-5,20,,,,,5,1,,,,1,,,15,,,,1,,,,1,1,,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,1,,,1,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P08,B,IR,10,0,10,,,,,1,10,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,M2,P08,B,R,30,-20,50,,,,,20,30,,,,,,,1,,,,,1,,,5,,,,1,,,1,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,5,1,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P09,A,IR,1,0,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P09,A,R,30,0,30,,,,,1,30,,,,,,,1,,,,,,,,1,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P09,B,IR,1,0,1,,,,,,1,,,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"1,8",11/6/2020,T0,P09,B,R,20,0,20,,,,,1,20,,,,,,,,,,,,,,,1,10,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M1,P01,A,IR,10,-5,15,,,,,10,1,,,,,,,1,,,,1,1,,,,1,,,5,,,,,1,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,1,1,,1,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M1,P01,A,R,1,-4,5,,,,,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M1,P01,B,IR,5,-5,10,,,,,5,1,,,,,,,1,,,,,1,,,,1,,,1,,,,,1,,,5,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,1,1,,1,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M1,P01,B,R,1,-4,5,,,,,1,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M2,P10,A,IR,15,0,15,,,,,1,15,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M2,P10,A,R,20,-10,30,,,,,1,20,,,,,,,,,,,,1,,,1,5,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M2,P10,B,IR,20,0,20,,,,,1,20,,,,,,,,,,,1,,,,,5,,,,,,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M2,P10,B,R,30,-10,40,,,,,1,30,,,,,,,1,,,,1,,,,1,5,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,1,,1,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M3,P11,A,IR,1,0,1,,,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M3,P11,A,R,15,0,15,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M3,P11,B,IR,1,0,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M3,P11,B,R,15,0,15,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M1,P12,A,IR,10,0,10,,,,,1,1,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,10,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M1,P12,A,R,10,-10,20,,,,,10,5,,,,,,,1,,,,,1,,,1,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,5,1,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M1,P12,B,IR,5,0,5,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,M1,P12,B,R,10,-5,15,,,,,5,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,1,,1,,,,,,,,,,,10,1,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,T0,P02,A,IR,10,0,10,1,,,,,1,,,,,,,1,,,,,,,,,1,,1,1,,,,,,,,10,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,T0,P02,A,R,20,0,20,1,,,,,1,,,,,,,1,,,,1,1,,,,,,,1,,,,,,,,20,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,1,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,T0,P02,B,IR,5,-10,15,,,,1,,1,,,,,,1,5,,,,,1,,,,1,,,5,,,,,,,,5,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Canne Bio,16/4/2020,"2,1",18/6/2020,T0,P02,B,R,5,-10,15,,,,,,1,,,,,,1,5,,,,,1,,,,1,,,5,,,,,,,,5,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
